Gene_num,Gene_name,NodeType,Textual_gene_name
502,DEPDC5-TRAN,Gene-TRAN,DEPDC5
503,DEPTOR-TRAN,Gene-TRAN,DEPTOR
504,DHH-TRAN,Gene-TRAN,DHH
505,DHX33-TRAN,Gene-TRAN,DHX33
506,DHX58-TRAN,Gene-TRAN,DHX58
507,DIAPH1-TRAN,Gene-TRAN,DIAPH1
508,DISP1-TRAN,Gene-TRAN,DISP1
509,DKK1-TRAN,Gene-TRAN,DKK1
510,DKK2-TRAN,Gene-TRAN,DKK2
511,DKK4-TRAN,Gene-TRAN,DKK4
512,DLG1-TRAN,Gene-TRAN,DLG1
513,DLG2-TRAN,Gene-TRAN,DLG2
514,DLG3-TRAN,Gene-TRAN,DLG3
515,DLG4-TRAN,Gene-TRAN,DLG4
516,DLG5-TRAN,Gene-TRAN,DLG5
517,DLL1-TRAN,Gene-TRAN,DLL1
518,DLL3-TRAN,Gene-TRAN,DLL3
519,DLL4-TRAN,Gene-TRAN,DLL4
520,DNM1L-TRAN,Gene-TRAN,DNM1L
521,DOCK2-TRAN,Gene-TRAN,DOCK2
522,DOCK4-TRAN,Gene-TRAN,DOCK4
523,DRD1-TRAN,Gene-TRAN,DRD1
524,DRD2-TRAN,Gene-TRAN,DRD2
525,DRD5-TRAN,Gene-TRAN,DRD5
526,DTX1-TRAN,Gene-TRAN,DTX1
527,DTX2-TRAN,Gene-TRAN,DTX2
528,DTX3-TRAN,Gene-TRAN,DTX3
529,DTX3L-TRAN,Gene-TRAN,DTX3L
530,DTX4-TRAN,Gene-TRAN,DTX4
531,DUSP1-TRAN,Gene-TRAN,DUSP1
532,DUSP10-TRAN,Gene-TRAN,DUSP10
533,DUSP16-TRAN,Gene-TRAN,DUSP16
534,DUSP2-TRAN,Gene-TRAN,DUSP2
535,DUSP3-TRAN,Gene-TRAN,DUSP3
536,DUSP4-TRAN,Gene-TRAN,DUSP4
537,DUSP5-TRAN,Gene-TRAN,DUSP5
538,DUSP6-TRAN,Gene-TRAN,DUSP6
539,DUSP7-TRAN,Gene-TRAN,DUSP7
540,DUSP8-TRAN,Gene-TRAN,DUSP8
541,DUSP9-TRAN,Gene-TRAN,DUSP9
542,DVL1-TRAN,Gene-TRAN,DVL1
543,DVL2-TRAN,Gene-TRAN,DVL2
544,DVL3-TRAN,Gene-TRAN,DVL3
545,E2F4-TRAN,Gene-TRAN,E2F4
546,E2F5-TRAN,Gene-TRAN,E2F5
547,EBAG9-TRAN,Gene-TRAN,EBAG9
548,ECSIT-TRAN,Gene-TRAN,ECSIT
549,EDA-TRAN,Gene-TRAN,EDA
550,EDA2R-TRAN,Gene-TRAN,EDA2R
551,EDAR-TRAN,Gene-TRAN,EDAR
552,EDARADD-TRAN,Gene-TRAN,EDARADD
553,EDN1-TRAN,Gene-TRAN,EDN1
554,EDN2-TRAN,Gene-TRAN,EDN2
555,EDN3-TRAN,Gene-TRAN,EDN3
556,EDNRA-TRAN,Gene-TRAN,EDNRA
557,EDNRB-TRAN,Gene-TRAN,EDNRB
558,EEF2-TRAN,Gene-TRAN,EEF2
559,EEF2K-TRAN,Gene-TRAN,EEF2K
560,EFCAB7-TRAN,Gene-TRAN,EFCAB7
561,EFNA1-TRAN,Gene-TRAN,EFNA1
562,EFNA2-TRAN,Gene-TRAN,EFNA2
563,EFNA3-TRAN,Gene-TRAN,EFNA3
564,EFNA4-TRAN,Gene-TRAN,EFNA4
565,EFNA5-TRAN,Gene-TRAN,EFNA5
566,EGF-TRAN,Gene-TRAN,EGF
567,EGFR-TRAN,Gene-TRAN,EGFR
568,EGLN1-TRAN,Gene-TRAN,EGLN1
569,EGLN2-TRAN,Gene-TRAN,EGLN2
570,EGLN3-TRAN,Gene-TRAN,EGLN3
571,EGR1-TRAN,Gene-TRAN,EGR1
572,EGR2-TRAN,Gene-TRAN,EGR2
573,EGR3-TRAN,Gene-TRAN,EGR3
574,EHHADH-TRAN,Gene-TRAN,EHHADH
575,EI24-TRAN,Gene-TRAN,EI24
576,EIF4B-TRAN,Gene-TRAN,EIF4B
577,EIF4E-TRAN,Gene-TRAN,EIF4E
578,EIF4E1B-TRAN,Gene-TRAN,EIF4E1B
579,EIF4E2-TRAN,Gene-TRAN,EIF4E2
580,EIF4EBP1-TRAN,Gene-TRAN,EIF4EBP1
581,ELAVL1-TRAN,Gene-TRAN,ELAVL1
582,ELF5-TRAN,Gene-TRAN,ELF5
583,ELK1-TRAN,Gene-TRAN,ELK1
584,ELK4-TRAN,Gene-TRAN,ELK4
585,ELMO1-TRAN,Gene-TRAN,ELMO1
586,ENAH-TRAN,Gene-TRAN,ENAH
587,ENO1-TRAN,Gene-TRAN,ENO1
588,ENO2-TRAN,Gene-TRAN,ENO2
589,ENO3-TRAN,Gene-TRAN,ENO3
590,ENO4-TRAN,Gene-TRAN,ENO4
591,EP300-TRAN,Gene-TRAN,EP300
592,EPHA2-TRAN,Gene-TRAN,EPHA2
593,EPO-TRAN,Gene-TRAN,EPO
594,EPOR-TRAN,Gene-TRAN,EPOR
595,ERBB2-TRAN,Gene-TRAN,ERBB2
596,ERBB3-TRAN,Gene-TRAN,ERBB3
597,ERBB4-TRAN,Gene-TRAN,ERBB4
598,EREG-TRAN,Gene-TRAN,EREG
599,ESR1-TRAN,Gene-TRAN,ESR1
600,ESR2-TRAN,Gene-TRAN,ESR2
601,ESRRB-TRAN,Gene-TRAN,ESRRB
602,ETS1-TRAN,Gene-TRAN,ETS1
603,ETS2-TRAN,Gene-TRAN,ETS2
604,EVC-TRAN,Gene-TRAN,EVC
605,EVC2-TRAN,Gene-TRAN,EVC2
606,EVL-TRAN,Gene-TRAN,EVL
607,EXOC2-TRAN,Gene-TRAN,EXOC2
608,EXOC7-TRAN,Gene-TRAN,EXOC7
609,F2-TRAN,Gene-TRAN,F2
610,F2R-TRAN,Gene-TRAN,F2R
611,F2RL3-TRAN,Gene-TRAN,F2RL3
612,F3-TRAN,Gene-TRAN,F3
613,FABP1-TRAN,Gene-TRAN,FABP1
614,FABP3-TRAN,Gene-TRAN,FABP3
615,FABP4-TRAN,Gene-TRAN,FABP4
616,FADD-TRAN,Gene-TRAN,FADD
617,FADS2-TRAN,Gene-TRAN,FADS2
618,FARP2-TRAN,Gene-TRAN,FARP2
619,FAS-TRAN,Gene-TRAN,FAS
620,FASLG-TRAN,Gene-TRAN,FASLG
621,FASN-TRAN,Gene-TRAN,FASN
622,FAT4-TRAN,Gene-TRAN,FAT4
623,FBP1-TRAN,Gene-TRAN,FBP1
624,FBP2-TRAN,Gene-TRAN,FBP2
625,FBXO25-TRAN,Gene-TRAN,FBXO25
626,FBXO32-TRAN,Gene-TRAN,FBXO32
627,FBXW11-TRAN,Gene-TRAN,FBXW11
628,FCER1A-TRAN,Gene-TRAN,FCER1A
629,FCER1G-TRAN,Gene-TRAN,FCER1G
630,FCGR2B-TRAN,Gene-TRAN,FCGR2B
631,FFAR2-TRAN,Gene-TRAN,FFAR2
632,FGF1-TRAN,Gene-TRAN,FGF1
633,FGF10-TRAN,Gene-TRAN,FGF10
634,FGF16-TRAN,Gene-TRAN,FGF16
635,FGF17-TRAN,Gene-TRAN,FGF17
636,FGF18-TRAN,Gene-TRAN,FGF18
637,FGF19-TRAN,Gene-TRAN,FGF19
638,FGF2-TRAN,Gene-TRAN,FGF2
639,FGF20-TRAN,Gene-TRAN,FGF20
640,FGF21-TRAN,Gene-TRAN,FGF21
641,FGF22-TRAN,Gene-TRAN,FGF22
642,FGF23-TRAN,Gene-TRAN,FGF23
643,FGF3-TRAN,Gene-TRAN,FGF3
644,FGF4-TRAN,Gene-TRAN,FGF4
645,FGF5-TRAN,Gene-TRAN,FGF5
646,FGF6-TRAN,Gene-TRAN,FGF6
647,FGF7-TRAN,Gene-TRAN,FGF7
648,FGF8-TRAN,Gene-TRAN,FGF8
649,FGF9-TRAN,Gene-TRAN,FGF9
650,FGFR1-TRAN,Gene-TRAN,FGFR1
651,FGFR2-TRAN,Gene-TRAN,FGFR2
652,FGFR3-TRAN,Gene-TRAN,FGFR3
653,FGFR4-TRAN,Gene-TRAN,FGFR4
654,FGR-TRAN,Gene-TRAN,FGR
655,FHL1-TRAN,Gene-TRAN,FHL1
656,FLCN-TRAN,Gene-TRAN,FLCN
657,FLNA-TRAN,Gene-TRAN,FLNA
658,FLNB-TRAN,Gene-TRAN,FLNB
659,FLNC-TRAN,Gene-TRAN,FLNC
660,FLOT1-TRAN,Gene-TRAN,FLOT1
661,FLOT2-TRAN,Gene-TRAN,FLOT2
662,FLT1-TRAN,Gene-TRAN,FLT1
663,FLT3-TRAN,Gene-TRAN,FLT3
664,FLT3LG-TRAN,Gene-TRAN,FLT3LG
665,FLT4-TRAN,Gene-TRAN,FLT4
666,FMOD-TRAN,Gene-TRAN,FMOD
667,FN1-TRAN,Gene-TRAN,FN1
668,FNIP1-TRAN,Gene-TRAN,FNIP1
669,FNIP2-TRAN,Gene-TRAN,FNIP2
670,FOS-TRAN,Gene-TRAN,FOS
671,FOSB-TRAN,Gene-TRAN,FOSB
672,FOSL1-TRAN,Gene-TRAN,FOSL1
673,FOXO1-TRAN,Gene-TRAN,FOXO1
674,FOXO3-TRAN,Gene-TRAN,FOXO3
675,FOXO4-TRAN,Gene-TRAN,FOXO4
676,FOXO6-TRAN,Gene-TRAN,FOXO6
677,FPR1-TRAN,Gene-TRAN,FPR1
678,FRAT1-TRAN,Gene-TRAN,FRAT1
679,FRAT2-TRAN,Gene-TRAN,FRAT2
680,FRMD1-TRAN,Gene-TRAN,FRMD1
681,FRMD6-TRAN,Gene-TRAN,FRMD6
682,FRS2-TRAN,Gene-TRAN,FRS2
683,FSHB-TRAN,Gene-TRAN,FSHB
684,FSHR-TRAN,Gene-TRAN,FSHR
685,FST-TRAN,Gene-TRAN,FST
686,FXYD1-TRAN,Gene-TRAN,FXYD1
687,FXYD2-TRAN,Gene-TRAN,FXYD2
688,FYN-TRAN,Gene-TRAN,FYN
689,FZD1-TRAN,Gene-TRAN,FZD1
690,FZD10-TRAN,Gene-TRAN,FZD10
691,FZD2-TRAN,Gene-TRAN,FZD2
692,FZD3-TRAN,Gene-TRAN,FZD3
693,FZD4-TRAN,Gene-TRAN,FZD4
694,FZD5-TRAN,Gene-TRAN,FZD5
695,FZD6-TRAN,Gene-TRAN,FZD6
696,FZD7-TRAN,Gene-TRAN,FZD7
697,FZD8-TRAN,Gene-TRAN,FZD8
698,FZD9-TRAN,Gene-TRAN,FZD9
699,G6PC2-TRAN,Gene-TRAN,G6PC2
700,G6PC3-TRAN,Gene-TRAN,G6PC3
701,GAB1-TRAN,Gene-TRAN,GAB1
702,GAB2-TRAN,Gene-TRAN,GAB2
703,GABARAP-TRAN,Gene-TRAN,GABARAP
704,GABARAPL1-TRAN,Gene-TRAN,GABARAPL1
705,GABARAPL2-TRAN,Gene-TRAN,GABARAPL2
706,GABBR1-TRAN,Gene-TRAN,GABBR1
707,GABBR2-TRAN,Gene-TRAN,GABBR2
708,GADD45A-TRAN,Gene-TRAN,GADD45A
709,GADD45B-TRAN,Gene-TRAN,GADD45B
710,GADD45G-TRAN,Gene-TRAN,GADD45G
711,GALT-TRAN,Gene-TRAN,GALT
712,GAPDH-TRAN,Gene-TRAN,GAPDH
713,GAS1-TRAN,Gene-TRAN,GAS1
714,GATA4-TRAN,Gene-TRAN,GATA4
715,GCG-TRAN,Gene-TRAN,GCG
716,GCGR-TRAN,Gene-TRAN,GCGR
717,GCK-TRAN,Gene-TRAN,GCK
718,GDF5-TRAN,Gene-TRAN,GDF5
719,GDF6-TRAN,Gene-TRAN,GDF6
720,GDF7-TRAN,Gene-TRAN,GDF7
721,GDNF-TRAN,Gene-TRAN,GDNF
722,GFAP-TRAN,Gene-TRAN,GFAP
723,GH1-TRAN,Gene-TRAN,GH1
724,GH2-TRAN,Gene-TRAN,GH2
725,GHR-TRAN,Gene-TRAN,GHR
726,GHRL-TRAN,Gene-TRAN,GHRL
727,GHSR-TRAN,Gene-TRAN,GHSR
728,GIP-TRAN,Gene-TRAN,GIP
729,GIPR-TRAN,Gene-TRAN,GIPR
730,GK-TRAN,Gene-TRAN,GK
731,GK2-TRAN,Gene-TRAN,GK2
732,GLI1-TRAN,Gene-TRAN,GLI1
733,GLI2-TRAN,Gene-TRAN,GLI2
734,GLI3-TRAN,Gene-TRAN,GLI3
735,GLP1R-TRAN,Gene-TRAN,GLP1R
736,GNA11-TRAN,Gene-TRAN,GNA11
737,GNA12-TRAN,Gene-TRAN,GNA12
738,GNA13-TRAN,Gene-TRAN,GNA13
739,GNA14-TRAN,Gene-TRAN,GNA14
740,GNA15-TRAN,Gene-TRAN,GNA15
741,GNAI1-TRAN,Gene-TRAN,GNAI1
742,GNAI2-TRAN,Gene-TRAN,GNAI2
743,GNAI3-TRAN,Gene-TRAN,GNAI3
744,GNAL-TRAN,Gene-TRAN,GNAL
745,GNAO1-TRAN,Gene-TRAN,GNAO1
746,GNAQ-TRAN,Gene-TRAN,GNAQ
747,GNAS-TRAN,Gene-TRAN,GNAS
748,GNB1-TRAN,Gene-TRAN,GNB1
749,GNB2-TRAN,Gene-TRAN,GNB2
750,GNB3-TRAN,Gene-TRAN,GNB3
751,GNB4-TRAN,Gene-TRAN,GNB4
752,GNB5-TRAN,Gene-TRAN,GNB5
753,GNG10-TRAN,Gene-TRAN,GNG10
754,GNG11-TRAN,Gene-TRAN,GNG11
755,GNG12-TRAN,Gene-TRAN,GNG12
756,GNG13-TRAN,Gene-TRAN,GNG13
757,GNG2-TRAN,Gene-TRAN,GNG2
758,GNG3-TRAN,Gene-TRAN,GNG3
759,GNG4-TRAN,Gene-TRAN,GNG4
760,GNG5-TRAN,Gene-TRAN,GNG5
761,GNG7-TRAN,Gene-TRAN,GNG7
762,GNG8-TRAN,Gene-TRAN,GNG8
763,GNGT1-TRAN,Gene-TRAN,GNGT1
764,GNGT2-TRAN,Gene-TRAN,GNGT2
765,GNRH1-TRAN,Gene-TRAN,GNRH1
766,GNRH2-TRAN,Gene-TRAN,GNRH2
767,GNRHR-TRAN,Gene-TRAN,GNRHR
768,GPC4-TRAN,Gene-TRAN,GPC4
769,GPER1-TRAN,Gene-TRAN,GPER1
770,GPR119-TRAN,Gene-TRAN,GPR119
771,GPR161-TRAN,Gene-TRAN,GPR161
772,GPRC6A-TRAN,Gene-TRAN,GPRC6A
773,GRAP2-TRAN,Gene-TRAN,GRAP2
774,GRB10-TRAN,Gene-TRAN,GRB10
775,GRB2-TRAN,Gene-TRAN,GRB2
776,GREM1-TRAN,Gene-TRAN,GREM1
777,GREM2-TRAN,Gene-TRAN,GREM2
778,GRIA1-TRAN,Gene-TRAN,GRIA1
779,GRIA2-TRAN,Gene-TRAN,GRIA2
780,GRIA3-TRAN,Gene-TRAN,GRIA3
781,GRIA4-TRAN,Gene-TRAN,GRIA4
782,GRIN1-TRAN,Gene-TRAN,GRIN1
783,GRIN2A-TRAN,Gene-TRAN,GRIN2A
784,GRIN2B-TRAN,Gene-TRAN,GRIN2B
785,GRIN2C-TRAN,Gene-TRAN,GRIN2C
786,GRIN2D-TRAN,Gene-TRAN,GRIN2D
787,GRIN3A-TRAN,Gene-TRAN,GRIN3A
788,GRIN3B-TRAN,Gene-TRAN,GRIN3B
789,GRK1-TRAN,Gene-TRAN,GRK1
790,GRK4-TRAN,Gene-TRAN,GRK4
791,GRK5-TRAN,Gene-TRAN,GRK5
792,GRK6-TRAN,Gene-TRAN,GRK6
793,GRK7-TRAN,Gene-TRAN,GRK7
794,GRM1-TRAN,Gene-TRAN,GRM1
795,GRM2-TRAN,Gene-TRAN,GRM2
796,GRM3-TRAN,Gene-TRAN,GRM3
797,GRM4-TRAN,Gene-TRAN,GRM4
798,GRM5-TRAN,Gene-TRAN,GRM5
799,GRM6-TRAN,Gene-TRAN,GRM6
800,GRM7-TRAN,Gene-TRAN,GRM7
801,GRM8-TRAN,Gene-TRAN,GRM8
802,GRPR-TRAN,Gene-TRAN,GRPR
803,GSDMD-TRAN,Gene-TRAN,GSDMD
804,GSK3A-TRAN,Gene-TRAN,GSK3A
805,GSK3B-TRAN,Gene-TRAN,GSK3B
806,GTF2I-TRAN,Gene-TRAN,GTF2I
807,GTF2IRD1-TRAN,Gene-TRAN,GTF2IRD1
808,GTSE1-TRAN,Gene-TRAN,GTSE1
809,GUCY1A2-TRAN,Gene-TRAN,GUCY1A2
810,GYS1-TRAN,Gene-TRAN,GYS1
811,GYS2-TRAN,Gene-TRAN,GYS2
812,HAMP-TRAN,Gene-TRAN,HAMP
813,HBEGF-TRAN,Gene-TRAN,HBEGF
814,HCAR1-TRAN,Gene-TRAN,HCAR1
815,HCAR2-TRAN,Gene-TRAN,HCAR2
816,HCAR3-TRAN,Gene-TRAN,HCAR3
817,HCK-TRAN,Gene-TRAN,HCK
818,HCN2-TRAN,Gene-TRAN,HCN2
819,HCN4-TRAN,Gene-TRAN,HCN4
820,HDAC1-TRAN,Gene-TRAN,HDAC1
821,HDAC2-TRAN,Gene-TRAN,HDAC2
822,HDAC3-TRAN,Gene-TRAN,HDAC3
823,HDAC4-TRAN,Gene-TRAN,HDAC4
824,HDAC5-TRAN,Gene-TRAN,HDAC5
825,HES1-TRAN,Gene-TRAN,HES1
826,HES5-TRAN,Gene-TRAN,HES5
827,HEY1-TRAN,Gene-TRAN,HEY1
828,HEY2-TRAN,Gene-TRAN,HEY2
829,HEYL-TRAN,Gene-TRAN,HEYL
830,HGF-TRAN,Gene-TRAN,HGF
831,HHAT-TRAN,Gene-TRAN,HHAT
832,HHATL-TRAN,Gene-TRAN,HHATL
833,HHIP-TRAN,Gene-TRAN,HHIP
834,HIF1A-TRAN,Gene-TRAN,HIF1A
835,HK1-TRAN,Gene-TRAN,HK1
836,HK2-TRAN,Gene-TRAN,HK2
837,HK3-TRAN,Gene-TRAN,HK3
838,HKDC1-TRAN,Gene-TRAN,HKDC1
839,HMGCR-TRAN,Gene-TRAN,HMGCR
840,HMGCS1-TRAN,Gene-TRAN,HMGCS1
841,HMGCS2-TRAN,Gene-TRAN,HMGCS2
842,HMOX1-TRAN,Gene-TRAN,HMOX1
843,HNF4A-TRAN,Gene-TRAN,HNF4A
844,HOMER1-TRAN,Gene-TRAN,HOMER1
845,HOMER2-TRAN,Gene-TRAN,HOMER2
846,HOMER3-TRAN,Gene-TRAN,HOMER3
847,HRAS-TRAN,Gene-TRAN,HRAS
848,HRC-TRAN,Gene-TRAN,HRC
849,HRH1-TRAN,Gene-TRAN,HRH1
850,HRH2-TRAN,Gene-TRAN,HRH2
851,HSP90AA1-TRAN,Gene-TRAN,HSP90AA1
852,HSP90AB1-TRAN,Gene-TRAN,HSP90AB1
853,HSP90B1-TRAN,Gene-TRAN,HSP90B1
854,HSPA1A-TRAN,Gene-TRAN,HSPA1A
855,HSPA1B-TRAN,Gene-TRAN,HSPA1B
856,HSPA1L-TRAN,Gene-TRAN,HSPA1L
857,HSPA2-TRAN,Gene-TRAN,HSPA2
858,HSPA6-TRAN,Gene-TRAN,HSPA6
859,HSPA8-TRAN,Gene-TRAN,HSPA8
860,HSPB1-TRAN,Gene-TRAN,HSPB1
861,HTR1A-TRAN,Gene-TRAN,HTR1A
862,HTR1B-TRAN,Gene-TRAN,HTR1B
863,HTR1D-TRAN,Gene-TRAN,HTR1D
864,HTR1E-TRAN,Gene-TRAN,HTR1E
865,HTR1F-TRAN,Gene-TRAN,HTR1F
866,HTR2A-TRAN,Gene-TRAN,HTR2A
867,HTR2B-TRAN,Gene-TRAN,HTR2B
868,HTR2C-TRAN,Gene-TRAN,HTR2C
869,HTR4-TRAN,Gene-TRAN,HTR4
870,HTR5A-TRAN,Gene-TRAN,HTR5A
871,HTR6-TRAN,Gene-TRAN,HTR6
872,HTR7-TRAN,Gene-TRAN,HTR7
873,IBSP-TRAN,Gene-TRAN,IBSP
874,ICAM1-TRAN,Gene-TRAN,ICAM1
875,ICOS-TRAN,Gene-TRAN,ICOS
876,ID1-TRAN,Gene-TRAN,ID1
877,ID2-TRAN,Gene-TRAN,ID2
878,ID3-TRAN,Gene-TRAN,ID3
879,ID4-TRAN,Gene-TRAN,ID4
880,IFI16-TRAN,Gene-TRAN,IFI16
881,IFIH1-TRAN,Gene-TRAN,IFIH1
882,IFNA1-TRAN,Gene-TRAN,IFNA1
883,IFNA10-TRAN,Gene-TRAN,IFNA10
884,IFNA13-TRAN,Gene-TRAN,IFNA13
885,IFNA14-TRAN,Gene-TRAN,IFNA14
886,IFNA16-TRAN,Gene-TRAN,IFNA16
887,IFNA17-TRAN,Gene-TRAN,IFNA17
888,IFNA2-TRAN,Gene-TRAN,IFNA2
889,IFNA21-TRAN,Gene-TRAN,IFNA21
890,IFNA4-TRAN,Gene-TRAN,IFNA4
891,IFNA5-TRAN,Gene-TRAN,IFNA5
892,IFNA6-TRAN,Gene-TRAN,IFNA6
893,IFNA7-TRAN,Gene-TRAN,IFNA7
894,IFNA8-TRAN,Gene-TRAN,IFNA8
895,IFNAR1-TRAN,Gene-TRAN,IFNAR1
896,IFNAR2-TRAN,Gene-TRAN,IFNAR2
897,IFNB1-TRAN,Gene-TRAN,IFNB1
898,IFNE-TRAN,Gene-TRAN,IFNE
899,IFNG-TRAN,Gene-TRAN,IFNG
900,IFNGR1-TRAN,Gene-TRAN,IFNGR1
901,IFNGR2-TRAN,Gene-TRAN,IFNGR2
902,IFNK-TRAN,Gene-TRAN,IFNK
903,IFNL1-TRAN,Gene-TRAN,IFNL1
904,IFNL2-TRAN,Gene-TRAN,IFNL2
905,IFNL3-TRAN,Gene-TRAN,IFNL3
906,IFNLR1-TRAN,Gene-TRAN,IFNLR1
907,IFNW1-TRAN,Gene-TRAN,IFNW1
908,IGF1-TRAN,Gene-TRAN,IGF1
909,IGF1R-TRAN,Gene-TRAN,IGF1R
910,IGF2-TRAN,Gene-TRAN,IGF2
911,IGFBP3-TRAN,Gene-TRAN,IGFBP3
912,IHH-TRAN,Gene-TRAN,IHH
913,IKBKB-TRAN,Gene-TRAN,IKBKB
914,IKBKE-TRAN,Gene-TRAN,IKBKE
915,IKBKG-TRAN,Gene-TRAN,IKBKG
916,IL10-TRAN,Gene-TRAN,IL10
917,IL10RA-TRAN,Gene-TRAN,IL10RA
918,IL10RB-TRAN,Gene-TRAN,IL10RB
919,IL11-TRAN,Gene-TRAN,IL11
920,IL11RA-TRAN,Gene-TRAN,IL11RA
921,IL12A-TRAN,Gene-TRAN,IL12A
922,IL12B-TRAN,Gene-TRAN,IL12B
923,IL12RB1-TRAN,Gene-TRAN,IL12RB1
924,IL12RB2-TRAN,Gene-TRAN,IL12RB2
925,IL13-TRAN,Gene-TRAN,IL13
926,IL13RA1-TRAN,Gene-TRAN,IL13RA1
927,IL13RA2-TRAN,Gene-TRAN,IL13RA2
928,IL15-TRAN,Gene-TRAN,IL15
929,IL15RA-TRAN,Gene-TRAN,IL15RA
930,IL17A-TRAN,Gene-TRAN,IL17A
931,IL17B-TRAN,Gene-TRAN,IL17B
932,IL17C-TRAN,Gene-TRAN,IL17C
933,IL17D-TRAN,Gene-TRAN,IL17D
934,IL17F-TRAN,Gene-TRAN,IL17F
935,IL17RA-TRAN,Gene-TRAN,IL17RA
936,IL17RB-TRAN,Gene-TRAN,IL17RB
937,IL17RC-TRAN,Gene-TRAN,IL17RC
938,IL17RE-TRAN,Gene-TRAN,IL17RE
939,IL18-TRAN,Gene-TRAN,IL18
940,IL19-TRAN,Gene-TRAN,IL19
941,IL1A-TRAN,Gene-TRAN,IL1A
942,IL1B-TRAN,Gene-TRAN,IL1B
943,IL1R1-TRAN,Gene-TRAN,IL1R1
944,IL1RAP-TRAN,Gene-TRAN,IL1RAP
945,IL2-TRAN,Gene-TRAN,IL2
946,IL20-TRAN,Gene-TRAN,IL20
947,IL20RA-TRAN,Gene-TRAN,IL20RA
948,IL20RB-TRAN,Gene-TRAN,IL20RB
949,IL21-TRAN,Gene-TRAN,IL21
950,IL21R-TRAN,Gene-TRAN,IL21R
951,IL22-TRAN,Gene-TRAN,IL22
952,IL22RA1-TRAN,Gene-TRAN,IL22RA1
953,IL22RA2-TRAN,Gene-TRAN,IL22RA2
954,IL23A-TRAN,Gene-TRAN,IL23A
955,IL23R-TRAN,Gene-TRAN,IL23R
956,IL24-TRAN,Gene-TRAN,IL24
957,IL25-TRAN,Gene-TRAN,IL25
958,IL27RA-TRAN,Gene-TRAN,IL27RA
959,IL2RA-TRAN,Gene-TRAN,IL2RA
960,IL2RB-TRAN,Gene-TRAN,IL2RB
961,IL2RG-TRAN,Gene-TRAN,IL2RG
962,IL3-TRAN,Gene-TRAN,IL3
963,IL3RA-TRAN,Gene-TRAN,IL3RA
964,IL4-TRAN,Gene-TRAN,IL4
965,IL4R-TRAN,Gene-TRAN,IL4R
966,IL5-TRAN,Gene-TRAN,IL5
967,IL5RA-TRAN,Gene-TRAN,IL5RA
968,IL6-TRAN,Gene-TRAN,IL6
969,IL6R-TRAN,Gene-TRAN,IL6R
970,IL6ST-TRAN,Gene-TRAN,IL6ST
971,IL7-TRAN,Gene-TRAN,IL7
972,IL7R-TRAN,Gene-TRAN,IL7R
973,IL9-TRAN,Gene-TRAN,IL9
974,IL9R-TRAN,Gene-TRAN,IL9R
975,ILK-TRAN,Gene-TRAN,ILK
976,INHBA-TRAN,Gene-TRAN,INHBA
977,INHBB-TRAN,Gene-TRAN,INHBB
978,INHBC-TRAN,Gene-TRAN,INHBC
979,INHBE-TRAN,Gene-TRAN,INHBE
980,INPP5A-TRAN,Gene-TRAN,INPP5A
981,INPP5D-TRAN,Gene-TRAN,INPP5D
982,INPPL1-TRAN,Gene-TRAN,INPPL1
983,INS-TRAN,Gene-TRAN,INS
984,INSL3-TRAN,Gene-TRAN,INSL3
985,INSL5-TRAN,Gene-TRAN,INSL5
986,INSR-TRAN,Gene-TRAN,INSR
987,INVS-TRAN,Gene-TRAN,INVS
988,IQCE-TRAN,Gene-TRAN,IQCE
989,IRAK1-TRAN,Gene-TRAN,IRAK1
990,IRAK2-TRAN,Gene-TRAN,IRAK2
991,IRAK3-TRAN,Gene-TRAN,IRAK3
992,IRAK4-TRAN,Gene-TRAN,IRAK4
993,IRF1-TRAN,Gene-TRAN,IRF1
994,IRF3-TRAN,Gene-TRAN,IRF3
995,IRF5-TRAN,Gene-TRAN,IRF5
996,IRF7-TRAN,Gene-TRAN,IRF7
997,IRF9-TRAN,Gene-TRAN,IRF9
998,IRS1-TRAN,Gene-TRAN,IRS1
999,IRS2-TRAN,Gene-TRAN,IRS2
1000,IRS4-TRAN,Gene-TRAN,IRS4
1001,ISG15-TRAN,Gene-TRAN,ISG15
1002,ITCH-TRAN,Gene-TRAN,ITCH
1003,ITGA1-TRAN,Gene-TRAN,ITGA1
1004,ITGA10-TRAN,Gene-TRAN,ITGA10
1005,ITGA11-TRAN,Gene-TRAN,ITGA11
1006,ITGA2-TRAN,Gene-TRAN,ITGA2
1007,ITGA2B-TRAN,Gene-TRAN,ITGA2B
1008,ITGA3-TRAN,Gene-TRAN,ITGA3
1009,ITGA4-TRAN,Gene-TRAN,ITGA4
1010,ITGA5-TRAN,Gene-TRAN,ITGA5
1011,ITGA6-TRAN,Gene-TRAN,ITGA6
1012,ITGA7-TRAN,Gene-TRAN,ITGA7
1013,ITGA8-TRAN,Gene-TRAN,ITGA8
1014,ITGA9-TRAN,Gene-TRAN,ITGA9
1015,ITGAL-TRAN,Gene-TRAN,ITGAL
1016,ITGAM-TRAN,Gene-TRAN,ITGAM
1017,ITGAV-TRAN,Gene-TRAN,ITGAV
1018,ITGB1-TRAN,Gene-TRAN,ITGB1
1019,ITGB2-TRAN,Gene-TRAN,ITGB2
1020,ITGB3-TRAN,Gene-TRAN,ITGB3
