src,dest,EdgeType,Textual_edge_type
BCL10-TRAN,BCL10-METH,Gene-TRAN-Gene-METH,promoting transcription
BCL10-TRAN,BCL10-PROT,Gene-TRAN-Gene-PROT,transcripting protein
BCL2-TRAN,BCL2-METH,Gene-TRAN-Gene-METH,promoting transcription
BCL2-TRAN,BCL2-PROT,Gene-TRAN-Gene-PROT,transcripting protein
BCL2A1-TRAN,BCL2A1-METH,Gene-TRAN-Gene-METH,promoting transcription
BCL2A1-TRAN,BCL2A1-PROT,Gene-TRAN-Gene-PROT,transcripting protein
BCL2L1-TRAN,BCL2L1-METH,Gene-TRAN-Gene-METH,promoting transcription
BCL2L1-TRAN,BCL2L1-PROT,Gene-TRAN-Gene-PROT,transcripting protein
BCL2L11-TRAN,BCL2L11-METH,Gene-TRAN-Gene-METH,promoting transcription
BCL2L11-TRAN,BCL2L11-PROT,Gene-TRAN-Gene-PROT,transcripting protein
BCL3-TRAN,BCL3-METH,Gene-TRAN-Gene-METH,promoting transcription
BCL3-TRAN,BCL3-PROT,Gene-TRAN-Gene-PROT,transcripting protein
BCL6-TRAN,BCL6-METH,Gene-TRAN-Gene-METH,promoting transcription
BCL6-TRAN,BCL6-PROT,Gene-TRAN-Gene-PROT,transcripting protein
BDKRB1-TRAN,BDKRB1-METH,Gene-TRAN-Gene-METH,promoting transcription
BDKRB1-TRAN,BDKRB1-PROT,Gene-TRAN-Gene-PROT,transcripting protein
BDKRB2-TRAN,BDKRB2-METH,Gene-TRAN-Gene-METH,promoting transcription
BDKRB2-TRAN,BDKRB2-PROT,Gene-TRAN-Gene-PROT,transcripting protein
BDNF-TRAN,BDNF-METH,Gene-TRAN-Gene-METH,promoting transcription
BDNF-TRAN,BDNF-PROT,Gene-TRAN-Gene-PROT,transcripting protein
BECN1-TRAN,BECN1-METH,Gene-TRAN-Gene-METH,promoting transcription
BECN1-TRAN,BECN1-PROT,Gene-TRAN-Gene-PROT,transcripting protein
BECN2-TRAN,BECN2-METH,Gene-TRAN-Gene-METH,promoting transcription
BECN2-TRAN,BECN2-PROT,Gene-TRAN-Gene-PROT,transcripting protein
BID-TRAN,BID-METH,Gene-TRAN-Gene-METH,promoting transcription
BID-TRAN,BID-PROT,Gene-TRAN-Gene-PROT,transcripting protein
BIRC2-TRAN,BIRC2-METH,Gene-TRAN-Gene-METH,promoting transcription
BIRC2-TRAN,BIRC2-PROT,Gene-TRAN-Gene-PROT,transcripting protein
BIRC3-TRAN,BIRC3-METH,Gene-TRAN-Gene-METH,promoting transcription
BIRC3-TRAN,BIRC3-PROT,Gene-TRAN-Gene-PROT,transcripting protein
BIRC5-TRAN,BIRC5-METH,Gene-TRAN-Gene-METH,promoting transcription
BIRC5-TRAN,BIRC5-PROT,Gene-TRAN-Gene-PROT,transcripting protein
BLNK-TRAN,BLNK-METH,Gene-TRAN-Gene-METH,promoting transcription
BLNK-TRAN,BLNK-PROT,Gene-TRAN-Gene-PROT,transcripting protein
BMP2-TRAN,BMP2-METH,Gene-TRAN-Gene-METH,promoting transcription
BMP2-TRAN,BMP2-PROT,Gene-TRAN-Gene-PROT,transcripting protein
BMP4-TRAN,BMP4-METH,Gene-TRAN-Gene-METH,promoting transcription
BMP4-TRAN,BMP4-PROT,Gene-TRAN-Gene-PROT,transcripting protein
BMP5-TRAN,BMP5-METH,Gene-TRAN-Gene-METH,promoting transcription
BMP5-TRAN,BMP5-PROT,Gene-TRAN-Gene-PROT,transcripting protein
BMP6-TRAN,BMP6-METH,Gene-TRAN-Gene-METH,promoting transcription
BMP6-TRAN,BMP6-PROT,Gene-TRAN-Gene-PROT,transcripting protein
BMP7-TRAN,BMP7-METH,Gene-TRAN-Gene-METH,promoting transcription
BMP7-TRAN,BMP7-PROT,Gene-TRAN-Gene-PROT,transcripting protein
BMP8A-TRAN,BMP8A-METH,Gene-TRAN-Gene-METH,promoting transcription
BMP8A-TRAN,BMP8A-PROT,Gene-TRAN-Gene-PROT,transcripting protein
BMP8B-TRAN,BMP8B-METH,Gene-TRAN-Gene-METH,promoting transcription
BMP8B-TRAN,BMP8B-PROT,Gene-TRAN-Gene-PROT,transcripting protein
BMPR1A-TRAN,BMPR1A-METH,Gene-TRAN-Gene-METH,promoting transcription
BMPR1A-TRAN,BMPR1A-PROT,Gene-TRAN-Gene-PROT,transcripting protein
BMPR1B-TRAN,BMPR1B-METH,Gene-TRAN-Gene-METH,promoting transcription
BMPR1B-TRAN,BMPR1B-PROT,Gene-TRAN-Gene-PROT,transcripting protein
BMPR2-TRAN,BMPR2-METH,Gene-TRAN-Gene-METH,promoting transcription
BMPR2-TRAN,BMPR2-PROT,Gene-TRAN-Gene-PROT,transcripting protein
BNIP3-TRAN,BNIP3-METH,Gene-TRAN-Gene-METH,promoting transcription
BNIP3-TRAN,BNIP3-PROT,Gene-TRAN-Gene-PROT,transcripting protein
BOC-TRAN,BOC-METH,Gene-TRAN-Gene-METH,promoting transcription
BOC-TRAN,BOC-PROT,Gene-TRAN-Gene-PROT,transcripting protein
BRAF-TRAN,BRAF-METH,Gene-TRAN-Gene-METH,promoting transcription
BRAF-TRAN,BRAF-PROT,Gene-TRAN-Gene-PROT,transcripting protein
BRAP-TRAN,BRAP-METH,Gene-TRAN-Gene-METH,promoting transcription
BRAP-TRAN,BRAP-PROT,Gene-TRAN-Gene-PROT,transcripting protein
BRCA1-TRAN,BRCA1-METH,Gene-TRAN-Gene-METH,promoting transcription
BRCA1-TRAN,BRCA1-PROT,Gene-TRAN-Gene-PROT,transcripting protein
BRCC3-TRAN,BRCC3-METH,Gene-TRAN-Gene-METH,promoting transcription
BRCC3-TRAN,BRCC3-PROT,Gene-TRAN-Gene-PROT,transcripting protein
BTC-TRAN,BTC-METH,Gene-TRAN-Gene-METH,promoting transcription
BTC-TRAN,BTC-PROT,Gene-TRAN-Gene-PROT,transcripting protein
BTK-TRAN,BTK-METH,Gene-TRAN-Gene-METH,promoting transcription
BTK-TRAN,BTK-PROT,Gene-TRAN-Gene-PROT,transcripting protein
BTRC-TRAN,BTRC-METH,Gene-TRAN-Gene-METH,promoting transcription
BTRC-TRAN,BTRC-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CAB39-TRAN,CAB39-METH,Gene-TRAN-Gene-METH,promoting transcription
CAB39-TRAN,CAB39-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CAB39L-TRAN,CAB39L-METH,Gene-TRAN-Gene-METH,promoting transcription
CAB39L-TRAN,CAB39L-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CACNA1A-TRAN,CACNA1A-METH,Gene-TRAN-Gene-METH,promoting transcription
CACNA1A-TRAN,CACNA1A-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CACNA1B-TRAN,CACNA1B-METH,Gene-TRAN-Gene-METH,promoting transcription
CACNA1B-TRAN,CACNA1B-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CACNA1C-TRAN,CACNA1C-METH,Gene-TRAN-Gene-METH,promoting transcription
CACNA1C-TRAN,CACNA1C-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CACNA1D-TRAN,CACNA1D-METH,Gene-TRAN-Gene-METH,promoting transcription
CACNA1D-TRAN,CACNA1D-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CACNA1E-TRAN,CACNA1E-METH,Gene-TRAN-Gene-METH,promoting transcription
CACNA1E-TRAN,CACNA1E-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CACNA1F-TRAN,CACNA1F-METH,Gene-TRAN-Gene-METH,promoting transcription
CACNA1F-TRAN,CACNA1F-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CACNA1G-TRAN,CACNA1G-METH,Gene-TRAN-Gene-METH,promoting transcription
CACNA1G-TRAN,CACNA1G-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CACNA1H-TRAN,CACNA1H-METH,Gene-TRAN-Gene-METH,promoting transcription
CACNA1H-TRAN,CACNA1H-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CACNA1I-TRAN,CACNA1I-METH,Gene-TRAN-Gene-METH,promoting transcription
CACNA1I-TRAN,CACNA1I-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CACNA1S-TRAN,CACNA1S-METH,Gene-TRAN-Gene-METH,promoting transcription
CACNA1S-TRAN,CACNA1S-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CACNA2D1-TRAN,CACNA2D1-METH,Gene-TRAN-Gene-METH,promoting transcription
CACNA2D1-TRAN,CACNA2D1-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CACNA2D2-TRAN,CACNA2D2-METH,Gene-TRAN-Gene-METH,promoting transcription
CACNA2D2-TRAN,CACNA2D2-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CACNA2D3-TRAN,CACNA2D3-METH,Gene-TRAN-Gene-METH,promoting transcription
CACNA2D3-TRAN,CACNA2D3-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CACNA2D4-TRAN,CACNA2D4-METH,Gene-TRAN-Gene-METH,promoting transcription
CACNA2D4-TRAN,CACNA2D4-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CACNB1-TRAN,CACNB1-METH,Gene-TRAN-Gene-METH,promoting transcription
CACNB1-TRAN,CACNB1-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CACNB2-TRAN,CACNB2-METH,Gene-TRAN-Gene-METH,promoting transcription
CACNB2-TRAN,CACNB2-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CACNB3-TRAN,CACNB3-METH,Gene-TRAN-Gene-METH,promoting transcription
CACNB3-TRAN,CACNB3-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CACNB4-TRAN,CACNB4-METH,Gene-TRAN-Gene-METH,promoting transcription
CACNB4-TRAN,CACNB4-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CACNG1-TRAN,CACNG1-METH,Gene-TRAN-Gene-METH,promoting transcription
CACNG1-TRAN,CACNG1-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CACNG2-TRAN,CACNG2-METH,Gene-TRAN-Gene-METH,promoting transcription
CACNG2-TRAN,CACNG2-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CACNG3-TRAN,CACNG3-METH,Gene-TRAN-Gene-METH,promoting transcription
CACNG3-TRAN,CACNG3-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CACNG4-TRAN,CACNG4-METH,Gene-TRAN-Gene-METH,promoting transcription
CACNG4-TRAN,CACNG4-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CACNG5-TRAN,CACNG5-METH,Gene-TRAN-Gene-METH,promoting transcription
CACNG5-TRAN,CACNG5-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CACNG6-TRAN,CACNG6-METH,Gene-TRAN-Gene-METH,promoting transcription
CACNG6-TRAN,CACNG6-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CACNG7-TRAN,CACNG7-METH,Gene-TRAN-Gene-METH,promoting transcription
CACNG7-TRAN,CACNG7-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CACNG8-TRAN,CACNG8-METH,Gene-TRAN-Gene-METH,promoting transcription
CACNG8-TRAN,CACNG8-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CACYBP-TRAN,CACYBP-METH,Gene-TRAN-Gene-METH,promoting transcription
CACYBP-TRAN,CACYBP-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CALM1-TRAN,CALM1-METH,Gene-TRAN-Gene-METH,promoting transcription
CALM1-TRAN,CALM1-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CALM2-TRAN,CALM2-METH,Gene-TRAN-Gene-METH,promoting transcription
CALM2-TRAN,CALM2-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CALM3-TRAN,CALM3-METH,Gene-TRAN-Gene-METH,promoting transcription
CALM3-TRAN,CALM3-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CALML3-TRAN,CALML3-METH,Gene-TRAN-Gene-METH,promoting transcription
CALML3-TRAN,CALML3-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CALML4-TRAN,CALML4-METH,Gene-TRAN-Gene-METH,promoting transcription
CALML4-TRAN,CALML4-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CALML5-TRAN,CALML5-METH,Gene-TRAN-Gene-METH,promoting transcription
CALML5-TRAN,CALML5-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CALML6-TRAN,CALML6-METH,Gene-TRAN-Gene-METH,promoting transcription
CALML6-TRAN,CALML6-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CAMK1-TRAN,CAMK1-METH,Gene-TRAN-Gene-METH,promoting transcription
CAMK1-TRAN,CAMK1-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CAMK1D-TRAN,CAMK1D-METH,Gene-TRAN-Gene-METH,promoting transcription
CAMK1D-TRAN,CAMK1D-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CAMK1G-TRAN,CAMK1G-METH,Gene-TRAN-Gene-METH,promoting transcription
CAMK1G-TRAN,CAMK1G-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CAMK2A-TRAN,CAMK2A-METH,Gene-TRAN-Gene-METH,promoting transcription
CAMK2A-TRAN,CAMK2A-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CAMK2B-TRAN,CAMK2B-METH,Gene-TRAN-Gene-METH,promoting transcription
CAMK2B-TRAN,CAMK2B-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CAMK2D-TRAN,CAMK2D-METH,Gene-TRAN-Gene-METH,promoting transcription
CAMK2D-TRAN,CAMK2D-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CAMK2G-TRAN,CAMK2G-METH,Gene-TRAN-Gene-METH,promoting transcription
CAMK2G-TRAN,CAMK2G-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CAMK4-TRAN,CAMK4-METH,Gene-TRAN-Gene-METH,promoting transcription
CAMK4-TRAN,CAMK4-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CAMKK2-TRAN,CAMKK2-METH,Gene-TRAN-Gene-METH,promoting transcription
CAMKK2-TRAN,CAMKK2-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CAMP-TRAN,CAMP-METH,Gene-TRAN-Gene-METH,promoting transcription
CAMP-TRAN,CAMP-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CARD10-TRAN,CARD10-METH,Gene-TRAN-Gene-METH,promoting transcription
CARD10-TRAN,CARD10-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CARD11-TRAN,CARD11-METH,Gene-TRAN-Gene-METH,promoting transcription
CARD11-TRAN,CARD11-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CARD14-TRAN,CARD14-METH,Gene-TRAN-Gene-METH,promoting transcription
CARD14-TRAN,CARD14-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CARD16-TRAN,CARD16-METH,Gene-TRAN-Gene-METH,promoting transcription
CARD16-TRAN,CARD16-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CARD18-TRAN,CARD18-METH,Gene-TRAN-Gene-METH,promoting transcription
CARD18-TRAN,CARD18-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CARD6-TRAN,CARD6-METH,Gene-TRAN-Gene-METH,promoting transcription
CARD6-TRAN,CARD6-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CARD8-TRAN,CARD8-METH,Gene-TRAN-Gene-METH,promoting transcription
CARD8-TRAN,CARD8-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CARD9-TRAN,CARD9-METH,Gene-TRAN-Gene-METH,promoting transcription
CARD9-TRAN,CARD9-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CASP1-TRAN,CASP1-METH,Gene-TRAN-Gene-METH,promoting transcription
CASP1-TRAN,CASP1-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CASP10-TRAN,CASP10-METH,Gene-TRAN-Gene-METH,promoting transcription
CASP10-TRAN,CASP10-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CASP12-TRAN,CASP12-METH,Gene-TRAN-Gene-METH,promoting transcription
CASP12-TRAN,CASP12-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CASP3-TRAN,CASP3-METH,Gene-TRAN-Gene-METH,promoting transcription
CASP3-TRAN,CASP3-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CASP4-TRAN,CASP4-METH,Gene-TRAN-Gene-METH,promoting transcription
CASP4-TRAN,CASP4-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CASP5-TRAN,CASP5-METH,Gene-TRAN-Gene-METH,promoting transcription
CASP5-TRAN,CASP5-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CASP7-TRAN,CASP7-METH,Gene-TRAN-Gene-METH,promoting transcription
CASP7-TRAN,CASP7-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CASP8-TRAN,CASP8-METH,Gene-TRAN-Gene-METH,promoting transcription
CASP8-TRAN,CASP8-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CASP9-TRAN,CASP9-METH,Gene-TRAN-Gene-METH,promoting transcription
CASP9-TRAN,CASP9-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CASQ1-TRAN,CASQ1-METH,Gene-TRAN-Gene-METH,promoting transcription
CASQ1-TRAN,CASQ1-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CASQ2-TRAN,CASQ2-METH,Gene-TRAN-Gene-METH,promoting transcription
CASQ2-TRAN,CASQ2-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CASR-TRAN,CASR-METH,Gene-TRAN-Gene-METH,promoting transcription
CASR-TRAN,CASR-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CAT-TRAN,CAT-METH,Gene-TRAN-Gene-METH,promoting transcription
CAT-TRAN,CAT-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CBL-TRAN,CBL-METH,Gene-TRAN-Gene-METH,promoting transcription
CBL-TRAN,CBL-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CBLB-TRAN,CBLB-METH,Gene-TRAN-Gene-METH,promoting transcription
CBLB-TRAN,CBLB-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CCKAR-TRAN,CCKAR-METH,Gene-TRAN-Gene-METH,promoting transcription
CCKAR-TRAN,CCKAR-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CCKBR-TRAN,CCKBR-METH,Gene-TRAN-Gene-METH,promoting transcription
CCKBR-TRAN,CCKBR-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CCL1-TRAN,CCL1-METH,Gene-TRAN-Gene-METH,promoting transcription
CCL1-TRAN,CCL1-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CCL11-TRAN,CCL11-METH,Gene-TRAN-Gene-METH,promoting transcription
CCL11-TRAN,CCL11-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CCL13-TRAN,CCL13-METH,Gene-TRAN-Gene-METH,promoting transcription
CCL13-TRAN,CCL13-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CCL14-TRAN,CCL14-METH,Gene-TRAN-Gene-METH,promoting transcription
CCL14-TRAN,CCL14-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CCL15-TRAN,CCL15-METH,Gene-TRAN-Gene-METH,promoting transcription
CCL15-TRAN,CCL15-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CCL16-TRAN,CCL16-METH,Gene-TRAN-Gene-METH,promoting transcription
CCL16-TRAN,CCL16-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CCL17-TRAN,CCL17-METH,Gene-TRAN-Gene-METH,promoting transcription
CCL17-TRAN,CCL17-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CCL18-TRAN,CCL18-METH,Gene-TRAN-Gene-METH,promoting transcription
CCL18-TRAN,CCL18-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CCL19-TRAN,CCL19-METH,Gene-TRAN-Gene-METH,promoting transcription
CCL19-TRAN,CCL19-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CCL2-TRAN,CCL2-METH,Gene-TRAN-Gene-METH,promoting transcription
CCL2-TRAN,CCL2-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CCL20-TRAN,CCL20-METH,Gene-TRAN-Gene-METH,promoting transcription
CCL20-TRAN,CCL20-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CCL21-TRAN,CCL21-METH,Gene-TRAN-Gene-METH,promoting transcription
CCL21-TRAN,CCL21-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CCL22-TRAN,CCL22-METH,Gene-TRAN-Gene-METH,promoting transcription
CCL22-TRAN,CCL22-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CCL23-TRAN,CCL23-METH,Gene-TRAN-Gene-METH,promoting transcription
CCL23-TRAN,CCL23-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CCL24-TRAN,CCL24-METH,Gene-TRAN-Gene-METH,promoting transcription
CCL24-TRAN,CCL24-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CCL25-TRAN,CCL25-METH,Gene-TRAN-Gene-METH,promoting transcription
CCL25-TRAN,CCL25-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CCL26-TRAN,CCL26-METH,Gene-TRAN-Gene-METH,promoting transcription
CCL26-TRAN,CCL26-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CCL27-TRAN,CCL27-METH,Gene-TRAN-Gene-METH,promoting transcription
CCL27-TRAN,CCL27-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CCL28-TRAN,CCL28-METH,Gene-TRAN-Gene-METH,promoting transcription
CCL28-TRAN,CCL28-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CCL3-TRAN,CCL3-METH,Gene-TRAN-Gene-METH,promoting transcription
CCL3-TRAN,CCL3-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CCL3L3-TRAN,CCL3L3-METH,Gene-TRAN-Gene-METH,promoting transcription
CCL3L3-TRAN,CCL3L3-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CCL4-TRAN,CCL4-METH,Gene-TRAN-Gene-METH,promoting transcription
CCL4-TRAN,CCL4-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CCL4L2-TRAN,CCL4L2-METH,Gene-TRAN-Gene-METH,promoting transcription
CCL4L2-TRAN,CCL4L2-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CCL5-TRAN,CCL5-METH,Gene-TRAN-Gene-METH,promoting transcription
CCL5-TRAN,CCL5-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CCL7-TRAN,CCL7-METH,Gene-TRAN-Gene-METH,promoting transcription
CCL7-TRAN,CCL7-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CCL8-TRAN,CCL8-METH,Gene-TRAN-Gene-METH,promoting transcription
CCL8-TRAN,CCL8-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CCNA1-TRAN,CCNA1-METH,Gene-TRAN-Gene-METH,promoting transcription
CCNA1-TRAN,CCNA1-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CCNA2-TRAN,CCNA2-METH,Gene-TRAN-Gene-METH,promoting transcription
CCNA2-TRAN,CCNA2-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CCNB1-TRAN,CCNB1-METH,Gene-TRAN-Gene-METH,promoting transcription
CCNB1-TRAN,CCNB1-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CCNB2-TRAN,CCNB2-METH,Gene-TRAN-Gene-METH,promoting transcription
CCNB2-TRAN,CCNB2-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CCNB3-TRAN,CCNB3-METH,Gene-TRAN-Gene-METH,promoting transcription
CCNB3-TRAN,CCNB3-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CCND1-TRAN,CCND1-METH,Gene-TRAN-Gene-METH,promoting transcription
CCND1-TRAN,CCND1-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CCND2-TRAN,CCND2-METH,Gene-TRAN-Gene-METH,promoting transcription
CCND2-TRAN,CCND2-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CCND3-TRAN,CCND3-METH,Gene-TRAN-Gene-METH,promoting transcription
CCND3-TRAN,CCND3-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CCNE1-TRAN,CCNE1-METH,Gene-TRAN-Gene-METH,promoting transcription
CCNE1-TRAN,CCNE1-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CCNE2-TRAN,CCNE2-METH,Gene-TRAN-Gene-METH,promoting transcription
CCNE2-TRAN,CCNE2-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CCNG1-TRAN,CCNG1-METH,Gene-TRAN-Gene-METH,promoting transcription
CCNG1-TRAN,CCNG1-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CCNG2-TRAN,CCNG2-METH,Gene-TRAN-Gene-METH,promoting transcription
CCNG2-TRAN,CCNG2-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CCR1-TRAN,CCR1-METH,Gene-TRAN-Gene-METH,promoting transcription
CCR1-TRAN,CCR1-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CCR10-TRAN,CCR10-METH,Gene-TRAN-Gene-METH,promoting transcription
CCR10-TRAN,CCR10-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CCR2-TRAN,CCR2-METH,Gene-TRAN-Gene-METH,promoting transcription
CCR2-TRAN,CCR2-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CCR3-TRAN,CCR3-METH,Gene-TRAN-Gene-METH,promoting transcription
CCR3-TRAN,CCR3-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CCR4-TRAN,CCR4-METH,Gene-TRAN-Gene-METH,promoting transcription
CCR4-TRAN,CCR4-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CCR5-TRAN,CCR5-METH,Gene-TRAN-Gene-METH,promoting transcription
CCR5-TRAN,CCR5-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CCR6-TRAN,CCR6-METH,Gene-TRAN-Gene-METH,promoting transcription
CCR6-TRAN,CCR6-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CCR7-TRAN,CCR7-METH,Gene-TRAN-Gene-METH,promoting transcription
CCR7-TRAN,CCR7-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CCR8-TRAN,CCR8-METH,Gene-TRAN-Gene-METH,promoting transcription
CCR8-TRAN,CCR8-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CCR9-TRAN,CCR9-METH,Gene-TRAN-Gene-METH,promoting transcription
CCR9-TRAN,CCR9-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CD14-TRAN,CD14-METH,Gene-TRAN-Gene-METH,promoting transcription
CD14-TRAN,CD14-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CD19-TRAN,CD19-METH,Gene-TRAN-Gene-METH,promoting transcription
CD19-TRAN,CD19-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CD209-TRAN,CD209-METH,Gene-TRAN-Gene-METH,promoting transcription
CD209-TRAN,CD209-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CD22-TRAN,CD22-METH,Gene-TRAN-Gene-METH,promoting transcription
CD22-TRAN,CD22-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CD247-TRAN,CD247-METH,Gene-TRAN-Gene-METH,promoting transcription
CD247-TRAN,CD247-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CD28-TRAN,CD28-METH,Gene-TRAN-Gene-METH,promoting transcription
CD28-TRAN,CD28-PROT,Gene-TRAN-Gene-PROT,transcripting protein
CD36-TRAN,CD36-METH,Gene-TRAN-Gene-METH,promoting transcription
CD36-TRAN,CD36-PROT,Gene-TRAN-Gene-PROT,transcripting protein
